25,엘리아스,SSG,투수,1/8/88,185cm,92kg,쿠바 Omar Ranedo(고)
47,오원석,SSG,투수,23/4/01,182cm,80kg,수진초-매송중-야탑고-SK
37,오태곤,SSG,외야수,18/11/91,186cm,88kg,쌍문초-신월중-청원고-롯데-경찰-롯데-KT-SK
45,유호식,SSG,투수,11/5/99,190cm,104kg,서울청구초-덕수중-성남고-SK
30,윤태현,SSG,투수,10/10/03,189cm,93kg,상인천초-동인천중-인천고
36,이거연,SSG,내야수,15/6/97,186cm,92kg,(용산구리틀)-언북중-휘문고-홍익대-SK
16,이건욱,SSG,투수,13/2/95,182cm,85kg,신도초-동산중-동산고-SK
39,이기순,SSG,투수,14/5/03,174cm,74kg,서흥초-인천신흥중-동산고
92,이로운,SSG,투수,11/9/04,185cm,105kg,본리초-경복중-대구고
9,이승훈,SSG,투수,12/8/04,186cm,81kg,서울학동초-건대부중-배재고
,이원준,SSG,투수,2/7/98,190cm,98kg,서현초(용인수지구리틀)-매송중-야탑고-SK-상무
20,이재원,SSG,포수,24/2/88,185cm,98kg,인천숭의초-상인천중-인천고-SK-상무-SK
31,이정범,SSG,외야수,10/4/98,178cm,88kg,인천숭의초-동인천중-인천고
,이현석,SSG,포수,7/6/92,175cm,90kg,노암초-대헌중-제물포고-동국대-SK-경찰-SK
55,이흥련,SSG,포수,16/5/89,183cm,91kg,상탑초-매송중-야탑고-홍익대-삼성-경찰-두산-SK
48,임준섭,SSG,투수,16/7/89,181cm,88kg,부산대연초-부산중-개성고-경성대-KIA-한화
52,전경원,SSG,포수,18/3/99,184cm,95kg,연현초-성남중-성남고-SK-상무
,전영준,SSG,투수,16/4/02,192cm,110kg,부곡초-휘문중-대구고-SSG-상무
56,전의산,SSG,내야수,25/11/00,188cm,98kg,부산수영초-개성중-경남고-SK
9,전진우,SSG,내야수,4/4/96,174cm,81kg,상인천초-동인천중-동산고-연세대
62,정동윤,SSG,투수,22/10/97,193cm,103kg,덕성초(안산리틀)-중앙중-야탑고-SK-상무-SK
1,정성곤,SSG,투수,10/7/96,181cm,80kg,역삼초-휘문중-구리인창고-KT-상무-KT
8,조강희,SSG,투수,4/12/00,175cm,77kg,홍파초(의정부리틀)-평촌중-충훈고-연세대
43,조성훈,SSG,투수,22/3/99,188cm,85kg,응봉초(성동구리틀)-건대부중-청원고-SK-상무-SK
32,조형우,SSG,포수,4/4/02,187cm,95kg,송정동초-무등중-광주제일고-SK
60,채현우,SSG,외야수,21/11/95,182cm,80kg,칠성초-경복중-대구상원고-송원대-SK
58,최경모,SSG,내야수,17/6/96,168cm,73kg,본리초-경운중-경북고-홍익대-SK
67,최민준,SSG,투수,11/6/99,178cm,83kg,부산수영초-경남중-경남고-SK-상무-SK
8,최상민,SSG,외야수,20/8/99,178cm,75kg,석교초-청주중-북일고
19,최수호,SSG,투수,19/7/00,183cm,78kg,봉천초-배명중-북일고-SK
3,최유빈,SSG,내야수,5/5/03,183cm,83kg,양진초(광진구리틀)-건대부중-장충고
14,최정,SSG,내야수,28/2/87,180cm,90kg,대일초-평촌중-유신고-SK
53,최주환,SSG,내야수,28/2/88,178cm,73kg,학강초-광주동성중-광주동성고-두산-상무-두산-SK
7,최준우,SSG,내야수,25/3/99,176cm,78kg,방배초-대치중-장충고-SK-상무
54,최지훈,SSG,외야수,23/7/97,178cm,82kg,광주수창초-무등중-광주제일고-동국대-SK
4,최항,SSG,내야수,3/1/94,183cm,88kg,대일초-매송중-유신고-SK
17,추신수,SSG,외야수,13/7/82,180cm,97kg,부산수영초-부산중-부산고-SK
13,하재훈,SSG,외야수,29/10/90,182cm,90kg,양덕초-마산동중-용마고-SK
34,한두솔,SSG,투수,15/1/97,177cm,86kg,광주수창초-진흥중-광주제일고-일본 오샤이 리세이샤 전문대학-KT
35,한유섬,SSG,외야수,9/8/89,190cm,105kg,중앙초(해운대리틀)-대천중-경남고-경성대-SK-상무-SK
40,허민혁,SSG,투수,20/8/99,188cm,90kg,서당초-매향중-공주고-SK
102,강건준,NC,투수,14/7/03,186cm,84kg,중대초-배명중-배명고
,고승완,NC,,1/2/82,,,
59,구창모,NC,투수,17/2/97,183cm,85kg,천안남산초-덕수중-울산공고
35,권정웅,NC,포수,15/11/92,180cm,88kg,서울이수초-영동중-덕수고-한양대-삼성-상무-삼성
36,권희동,NC,외야수,30/12/90,177cm,85kg,동천초-경주중-경주고-경남대-NC-상무
,김녹원,NC,투수,17/5/03,182cm,88kg,학강초-무등중-광주제일고
,김민규,NC,,1/2/82,,,
100,김범준,NC,외야수,20/4/00,183cm,90kg,울산대현초-제일중-대구고
25,김성욱,NC,외야수,1/5/93,181cm,83kg,광주서림초-충장중-진흥고-NC-상무
,김세훈,NC,,1/2/82,,,
3,김수윤,NC,내야수,16/7/98,180cm,83kg,김해삼성초-개성중-부산고
21,김시훈,NC,투수,24/2/99,188cm,95kg,양덕초-마산동중-마산고
17,김영규,NC,투수,10/2/00,188cm,86kg,광주서석초-무등중-광주제일고
8,김재균,NC,투수,17/1/99,176cm,83kg,사당초-언북중-충암고-NC-상무
,김재민,NC,,1/2/82,,,
7,김주원,NC,내야수,30/7/02,185cm,83kg,삼일초(군포시리틀)-안산중앙중-유신고
107,김주환,NC,투수,29/10/04,186cm,95kg,여수서초-여수중-효천고
,김준상,NC,내야수,16/3/02,179cm,80kg,도신초-성남중-성남고
,김준원,NC,,1/2/82,,,
54,김진호,NC,투수,7/6/98,183cm,90kg,의왕부곡초-성일중-광주동성고-NC-경찰-NC
6,김철호,NC,내야수,6/2/98,182cm,87kg,서화초-재능중-율곡고
15,김태현,NC,투수,21/3/98,188cm,95kg,김해삼성초-내동중-김해고-NC-경찰
,김태호,NC,,1/2/82,,,
108,김택우,NC,내야수,12/6/00,171cm,75kg,수원신곡초-수원북중-유신고-연세대
68,김한별,NC,내야수,18/1/01,177cm,85kg,효제초-선린중-배재고
47,김형준,NC,포수,2/11/99,187cm,98kg,가동초-세광중-세광고-NC-상무
,김휘건,NC,,1/2/82,,,
63,노시훈,NC,투수,4/8/98,188cm,95kg,부산수영초-마산중-용마고
113,노재원,NC,투수,26/7/01,,,중대초-배명중-배명고
16,도태훈,NC,내야수,18/3/93,184cm,85kg,양정초-개성중-부산고-동의대-NC-상무
41,류진욱,NC,투수,10/10/96,189cm,88kg,양정초-개성중-부산고
55,마틴,NC,외야수,5/9/95,175cm,83kg,미국 Orange Lutheran(고)
73,목지훈,NC,투수,11/5/04,181cm,83kg,효제초-청량중-신일고
37,박건우,NC,외야수,8/9/90,184cm,80kg,역삼초-서울이수중-서울고-두산-경찰-두산
26,박대온,NC,포수,28/8/95,182cm,85kg,서울도곡초-서울이수중-휘문고
2,박민우,NC,내야수,6/2/93,185cm,80kg,마포초(용산구리틀)-선린중-휘문고
18,박석민,NC,내야수,22/6/85,178cm,88kg,율하초-경복중-대구고-삼성-상무-삼성
44,박성재,NC,포수,21/3/03,179cm,85kg,가고파초(창원리틀)-마산동중-용마고
10,박세혁,NC,포수,9/1/90,181cm,86kg,수유초-신일중-신일고-고려대-두산-상무-두산
28,박시원,NC,외야수,30/5/01,185cm,85kg,광주서림초-광주동성중-광주제일고
